id,name,type,resolution,sunLight,leftForbiden,rightForbiden,TLE1,TLE2,maxImaging,RecordPlatRate,storage,energy,transitionGround
383,OPT383,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  23.2796  94.2284 0458060 293.5293  58.4200 13.0306275900000,300,4,4700,3300,35
384,OPT384,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  28.9483 143.3987 0724386 196.0920 326.1193 13.5195810500000,300,3,4800,3000,45
385,OPT385,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  21.8358 270.6626 0947012 183.4916 183.0927 13.1888568400000,300,3.5,4000,3500,35
386,OPT386,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  58.5984 319.3162 0662081 177.5276 327.1629 13.3177988900000,300,4,4500,3600,30
387,OPT387,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  28.1167  80.2889 0250008 277.3607 311.8778 13.6577392900000,300,3,5000,3700,40
388,OPT388,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  21.8981 205.6349 0762773  89.2215 273.9441 13.9628852000000,300,3.5,4700,3400,30
389,OPT389,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  31.3831 347.9603 0198586 337.0919 308.6770 13.1190978600000,300,4,4800,3300,40
390,OPT390,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  29.3966 214.0736 0085506  20.3766 310.6037 13.5343922500000,300,3,4000,3000,35
391,OPT391,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  53.4423  56.4073 0773476  12.3414 255.8015 13.6726104100000,300,3.5,4500,3500,45
392,OPT392,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544   9.4861 245.0676 0022454  90.1782 218.1024 13.1808578000000,300,4,5000,3600,35
393,OPT393,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  41.6995 234.8647 0272893 184.0551  85.7416 13.6751475900000,300,3,4700,3700,30
394,OPT394,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544   5.7903 107.0191 0537461  23.8101 302.2916 13.2268226700000,300,3.5,4800,3400,40
395,OPT395,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  40.1269 327.0798 0754980  71.3679 225.8978 13.7939049300000,300,4,4000,3300,30
396,OPT396,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  39.5350 129.8710 0865714 287.8205  40.0345 13.0049120200000,300,3,4500,3000,40
397,OPT397,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544   0.0060  95.3343 0420446   9.9822 339.3335 13.8889866800000,300,3.5,5000,3500,35
398,OPT398,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  47.3048 314.6854 0711694 270.5217  78.0769 13.1746341500000,300,4,4700,3600,45
399,OPT399,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  32.8036 197.3708 0900709  98.7187  62.8270 13.9261579300000,300,3,4800,3700,35
400,OPT400,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  47.6843 210.7245 0259655  72.2012 212.4566 13.3092786000000,300,3.5,4000,3400,30
401,OPT401,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  53.1847 303.2381 0405552 246.9036 292.9071 13.3285738500000,300,4,4500,3300,40
402,OPT402,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  45.6100  28.7864 0885077 156.1522 182.3203 13.2528611900000,300,3,5000,3000,30
403,OPT403,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544   7.6199 336.9366 0087163 273.5171 268.5140 13.2169406000000,300,3.5,4700,3500,40
404,OPT404,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  45.9569 240.4996 0165690 214.6242  22.3104 13.8887119900000,300,4,4800,3600,35
405,OPT405,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  25.7770 226.0374 0625474 200.8016 152.3271 13.7442118300000,300,3,4000,3700,45
406,OPT406,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  34.8373 101.0897 0811476 207.6743 183.8029 13.4845193400000,300,3.5,4500,3400,35
407,OPT407,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  57.6255 120.9997 0266971 195.2992 135.2836 13.6111704800000,300,4,5000,3300,30
408,OPT408,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  16.1805  69.0118 0524428 190.5533 168.9642 13.3389313400000,300,3,4700,3000,40
409,OPT409,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  43.3770 122.3096 0187064 304.6273 329.7562 13.9935013600000,300,3.5,4800,3500,30
410,OPT410,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  28.8180 357.0285 0903540 292.7312 219.2603 13.3257540300000,300,4,4000,3600,40
411,OPT411,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  39.3062 143.7125 0456306 149.1060   3.5307 13.3728035700000,300,3,4500,3700,35
412,OPT412,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  11.3832 320.1331 0935069 116.1530 131.9016 13.1261041100000,300,3.5,5000,3400,45
413,OPT413,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  37.8672 287.9204 0193702 339.4667 136.9331 13.4856397900000,300,4,4700,3300,35
414,OPT414,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544   1.1671  70.5933 0179752 359.7161  88.7149 13.3055432600000,300,3,4800,3000,30
415,OPT415,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  21.9225 256.2120 0844059 179.7859 227.6387 13.1413562200000,300,3.5,4000,3500,40
416,OPT416,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544   2.2932 111.1378 0518309  21.4552 266.9407 13.4130972500000,300,4,4500,3600,30
417,OPT417,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  18.0208 337.2585 0690081 325.7152 198.4146 13.5138168100000,300,3,5000,3700,40
418,OPT418,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  30.9708 125.5620 0538857 311.6082 180.8775 13.3863365100000,300,3.5,4700,3400,35
419,OPT419,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544   2.5622 275.7244 0070281  65.1262 292.7610 13.3778231900000,300,4,4800,3300,45
420,OPT420,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  41.1356 170.8137 0237161  43.0491  65.4946 13.8734030700000,300,3,4000,3000,35
421,OPT421,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  28.3466 325.5837 0538760 317.5357 141.7625 13.4804706800000,300,3.5,4500,3500,30
422,OPT422,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  30.6444 165.6264 0793688 337.0912 218.7964 13.7258456700000,300,4,5000,3600,40
423,OPT423,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  21.4181 306.7323 0230164 231.4846 189.7530 13.2176002200000,300,3,4700,3700,30
424,OPT424,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  48.0717  22.8749 0649041  25.8792 239.7345 13.1568381500000,300,3.5,4800,3400,40
425,OPT425,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  20.5019  69.3501 0870188 327.5500 332.0730 13.1369119600000,300,4,4000,3300,35
426,OPT426,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  39.0258 181.2486 0447952 253.4218 340.7454 13.0038718000000,300,3,4500,3000,45
427,OPT427,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544   7.6567  81.8173 0753752 132.5668 213.7786 13.2294855200000,300,3.5,5000,3500,35
428,OPT428,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  13.6591  68.3044 0641686 166.8156 268.8543 13.1036140000000,300,4,4700,3600,30
429,OPT429,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  56.3265 298.8225 0780347 139.0827 307.6563 13.1833732200000,300,3,4800,3700,40
430,OPT430,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  46.5918  96.0628 0333742 323.4781 128.3270 13.1933485000000,300,3.5,4000,3400,30
431,OPT431,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  29.5407 286.4724 0864825 250.2730 128.1267 13.8582826500000,300,4,4500,3300,40
432,OPT432,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  50.0983 182.3669 0782353 353.6028  90.4530 13.6472119200000,300,3,5000,3000,35
433,OPT433,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  36.0267  19.2364 0639278 344.9511 229.4941 13.6628205700000,300,3.5,4700,3500,45
434,OPT434,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  19.7762  90.5303 0889670 136.1186 212.7342 13.7634713300000,300,4,4800,3600,35
435,OPT435,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  34.2730  48.2421 0111259 306.0243 152.2792 13.5626501200000,300,3,4000,3700,30
436,OPT436,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  41.1121 224.0178 0417438 168.9612 281.1379 13.1980506600000,300,3.5,4500,3400,40
437,OPT437,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  51.1978 254.6579 0511977   6.8568 207.9726 13.7411231300000,300,4,5000,3300,30
438,OPT438,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544   7.5902 280.9651 0216656 226.1847  33.7471 13.1798811000000,300,3,4700,3000,40
439,OPT439,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  29.4151  18.4598 0269497 337.8125 138.2805 13.4601621800000,300,3.5,4800,3500,35
440,OPT440,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  30.2278 185.5655 0226923 155.6734 237.2750 13.2069802000000,300,4,4000,3600,45
441,OPT441,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  42.3543  44.7185 0798971  52.3905  91.2517 13.3541097400000,300,3,4500,3700,35
442,OPT442,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  56.7524  42.2285 0802648 137.6122  22.8516 13.6793738200000,300,3.5,5000,3400,30
443,OPT443,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  18.8068 234.1074 0595380  64.6837  48.5250 13.7139331800000,300,4,4700,3300,40
444,OPT444,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  27.9751  56.6139 0863966 201.0873 113.3887 13.3171846500000,300,3,4800,3000,30
445,OPT445,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  23.3475 273.7195 0656299 350.0553 204.8169 13.4646459600000,300,3.5,4000,3500,40
446,OPT446,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544   0.2320 322.8732 0320522 156.8129 168.4129 13.5138558900000,300,4,4500,3600,35
447,OPT447,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544   3.4504 153.1853 0573218 223.2130  14.8299 13.5986591900000,300,3,5000,3700,45
448,OPT448,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  12.1428 338.1471 0844786 261.1342 296.8894 13.2849944500000,300,3.5,4700,3400,35
449,OPT449,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  47.4198 344.8022 0216827  52.9389  62.3327 13.8475552400000,300,4,4800,3300,30
450,OPT450,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  18.4487 187.3571 0644558 326.1933 291.5118 13.8354180200000,300,3,4000,3000,40
451,OPT451,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  16.5317  59.8815 0026017 150.6523 111.3748 13.4490428200000,300,3.5,4500,3500,30
452,OPT452,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  14.2780 341.2770 0416968 188.2602 316.4801 13.2896934900000,300,4,5000,3600,40
453,OPT453,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  42.3411 323.5515 0089717  19.2531  27.6351 13.0714382500000,300,3,4700,3700,35
454,OPT454,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  21.3799  18.6568 0339804 151.2756   4.3400 13.4251798500000,300,3.5,4800,3400,45
455,OPT455,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  57.7877 226.8218 0894711 245.4196 167.8077 13.8053998100000,300,4,4000,3300,35
456,OPT456,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  12.2303 290.8673 0192755 357.9722 102.2338 13.4096474400000,300,3,4500,3000,30
457,OPT457,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  23.4109 271.4340 0386245 271.4013 286.8378 13.8700330400000,300,3.5,5000,3500,40
458,OPT458,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  44.6402 325.8267 0204951 172.1911   9.7217 13.9137242200000,300,4,4700,3600,30
459,OPT459,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544   8.0109 176.6449 0513209 205.1869 279.8517 13.9843098400000,300,3,4800,3700,40
460,OPT460,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  38.2529 122.6197 0432952 308.4638 267.2243 13.1063179200000,300,3.5,4000,3400,35
461,OPT461,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544   2.9434 139.0435 0288211 349.9382 302.5800 13.3118706000000,300,4,4500,3300,45
462,OPT462,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544   3.4720  12.5550 0449127  84.1459 354.0477 13.2519337800000,300,3,5000,3000,35
463,OPT463,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  11.3656 302.5916 0556651 185.1842  21.8136 13.5115002900000,300,3.5,4700,3500,30
464,OPT464,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  57.3658 244.7627 0641255 356.0499 239.0634 13.6975285700000,300,4,4800,3600,40
465,OPT465,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  15.3380  80.1488 0773276  57.1237  18.2262 13.9271178100000,300,3,4000,3700,30
466,OPT466,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  48.8512 334.9915 0075996 197.6636  54.4985 13.2337229100000,300,3.5,4500,3400,40
467,OPT467,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  47.4122 232.1913 0664386 221.3398  62.1104 13.9104926000000,300,4,5000,3300,35
468,OPT468,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  19.8309  44.1187 0891540 244.8384 122.6500 13.3398999400000,300,3,4700,3000,45
469,OPT469,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  40.7908  44.5578 0178228 271.5970 121.9975 13.5161313300000,300,3.5,4800,3500,35
470,OPT470,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  58.6333 230.2166 0549192 205.3050 220.7881 13.6532377800000,300,4,4000,3600,30
471,OPT471,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544   1.1722 195.8755 0473206 166.9064 259.4169 13.0817146900000,300,3,4500,3700,40
472,OPT472,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  40.1924 235.7657 0877801 131.9610 335.7023 13.0731843400000,300,3.5,5000,3400,30
473,OPT473,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  51.6899 201.3808 0565692  81.5318 339.3377 13.0739512800000,300,4,4700,3300,40
474,OPT474,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  52.8465 354.8062 0951382 243.7681  22.2610 13.6042638400000,300,3,4800,3000,35
475,OPT475,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  27.5974 288.7612 0741699 201.4867  32.6494 13.6373687900000,300,3.5,4000,3500,45
476,OPT476,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  34.2760 359.1201 0189768 340.2343  22.0627 13.5238128800000,300,4,4500,3600,35
477,OPT477,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  30.0945  47.2102 0140160  84.3983 250.5240 13.3551873000000,300,3,5000,3700,30
478,OPT478,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  59.4957  68.9486 0135846 309.4797 272.4159 13.9180891100000,300,3.5,4700,3400,40
479,OPT479,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  26.4221 260.6204 0685006 341.7508 316.9802 13.4079581200000,300,4,4800,3300,30
480,OPT480,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  21.5856 234.8767 0863758  13.8803  10.0832 13.3416187300000,300,3,4000,3000,40
481,OPT481,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  59.7854  83.2359 0631340 303.5294 207.3459 13.4559084900000,300,3.5,4500,3500,35
482,OPT482,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  50.9178  27.5062 0547629 336.9432 318.0571 13.5088558900000,300,4,5000,3600,45
483,OPT483,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  17.4308 353.8951 0731356 195.7523 348.7812 13.7567639800000,300,3,4700,3700,35
484,OPT484,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  29.6974 184.7606 0313658  14.4086  17.5895 13.6157669400000,300,3.5,4800,3400,30
485,OPT485,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  11.9039  88.5242 0538663  47.1426  78.0248 13.6689525200000,300,4,4000,3300,40
486,OPT486,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  40.1638 249.0967 0795996   6.9927 261.3681 13.1267001100000,300,3,4500,3000,30
487,OPT487,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  19.7212 176.3433 0993915  64.6081 279.8236 13.4248272500000,300,3.5,5000,3500,40
488,OPT488,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  30.0752 128.0921 0446129 338.8995 332.0069 13.2021503100000,300,4,4700,3600,35
489,OPT489,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  25.3006 205.0026 0019014 301.3591 216.4518 13.1884519200000,300,3,4800,3700,45
490,OPT490,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544   7.3202 358.3729 0312931  70.6641  60.9931 13.9673060000000,300,3.5,4000,3400,35
491,OPT491,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  59.5142 278.6687 0357613 129.7650 181.5182 13.7914081700000,300,4,4500,3300,30
492,OPT492,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544   8.0835  96.8902 0533580  85.4115 336.1510 13.1728096300000,300,3,5000,3000,40
493,OPT493,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  59.0579 156.3520 0128657 195.2751 274.1112 13.9075643200000,300,3.5,4700,3500,30
494,OPT494,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  26.6994  53.3554 0235992  63.8381  34.9408 13.1709411800000,300,4,4800,3600,40
495,OPT495,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  44.5460  45.7541 0262845 293.9518 253.3356 13.0304931100000,300,3,4000,3700,35
496,OPT496,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  20.6355 310.6018 0273808 244.7169 257.5883 13.2027919400000,300,3.5,4500,3400,45
497,OPT497,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  59.1712 315.4392 0476023 264.4491 252.6586 13.6912766100000,300,4,5000,3300,35
498,OPT498,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  25.3832  44.1008 0700772 346.4304 318.5886 13.4925718500000,300,3,4700,3000,30
499,OPT499,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  46.7342  33.5542 0908175  30.0175  94.7730 13.0752059100000,300,3.5,4800,3500,40
500,OPT500,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  56.9500 129.0214 0620086 107.4751 317.0245 13.1852888900000,300,4,4000,3600,30
501,OPT501,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  41.1989 106.0965 0271175 134.6174 352.7533 13.4988808700000,300,3,4500,3700,40
502,OPT502,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  11.1538 356.6085 0354506 333.1335 167.5082 13.5982651700000,300,3.5,5000,3400,35
503,OPT503,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  33.1634 224.3897 0914700  55.5020 101.8046 13.5535798500000,300,4,4700,3300,45
504,OPT504,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  40.0655 189.6154 0468094 277.8536 210.0172 13.7093046300000,300,3,4800,3000,35
505,OPT505,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  42.5867 109.5268 0178229 345.9599  59.8569 13.8230477400000,300,3.5,4000,3500,30
506,OPT506,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  12.0790  83.3462 0753905 163.8950 255.0668 13.0371949400000,300,4,4500,3600,40
507,OPT507,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544   0.2942 105.4507 0474154 141.9478  74.5409 13.0881765000000,300,3,5000,3700,30
508,OPT508,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544   5.1727 140.2032 0092080 192.1902 340.0456 13.5406498000000,300,3.5,4700,3400,40
509,OPT509,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  27.4117 101.1230 0397657 207.6812 170.1987 13.1454220400000,300,4,4800,3300,35
510,OPT510,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  58.2815 225.9620 0542888  14.0257 185.3488 13.8785847800000,300,3,4000,3000,45
